index,name,rank,generation,evolves_from,type1,type2,hp,atk,def,spatk,spdef,speed,total
990,Iron-Treads,Ordinary,9,Original,Ground,Steel,90,112,120,72,70,106,570
991,Iron-Bundle,Ordinary,9,Original,Ice,Water,56,80,114,124,60,136,570
992,Iron-Hands,Ordinary,9,Original,Fighting,Electric,154,140,108,50,68,50,570
993,Iron-Jugulis,Ordinary,9,Original,Dark,Flying,94,80,86,122,80,108,570
994,Iron-Moth,Ordinary,9,Original,Fire,Poison,80,70,60,140,110,110,570
995,Iron-Thorns,Ordinary,9,Original,Rock,Electric,100,134,110,70,84,72,570
996,Frigibax,Ordinary,9,Original,Dragon,Ice,65,75,45,35,45,55,320
997,Arctibax,Ordinary,9,Frigibax,Dragon,Ice,90,95,66,45,65,62,423
998,Baxcalibur,Ordinary,9,Arctibax,Dragon,Ice,115,145,92,75,86,87,600
999,Gimmighoul,Ordinary,9,Original,Ghost,Ghost,45,30,70,75,70,10,300
1000,Gholdengo,Ordinary,9,Gimmighoul,Steel,Ghost,87,60,95,133,91,84,550
1001,Wo-Chien,Legendary,9,Original,Dark,Grass,85,85,100,95,135,70,570
1002,Chien-Pao,Legendary,9,Original,Dark,Ice,80,120,80,90,65,135,570
1003,Ting-Lu,Legendary,9,Original,Dark,Ground,155,110,125,55,80,45,570
1004,Chi-Yu,Legendary,9,Original,Dark,Fire,55,80,80,135,120,100,570
1005,Roaring-Moon,Ordinary,9,Original,Dragon,Dark,105,139,71,55,101,119,590
1006,Iron-Valiant,Ordinary,9,Original,Fairy,Fighting,74,130,90,120,60,116,590
1007,Koraidon,Legendary,9,Original,Fighting,Dragon,100,135,115,85,100,135,670
1008,Miraidon,Legendary,9,Original,Electric,Dragon,100,85,100,135,115,135,670
1009,Walking-Wake,Ordinary,9,Original,Water,Dragon,99,83,91,125,83,109,590
1010,Iron-Leaves,Ordinary,9,Original,Grass,Psychic,90,130,88,70,108,104,590
1011,Dipplin,Ordinary,9,Applin,Grass,Dragon,80,80,110,95,80,40,485
1012,Poltchageist,Ordinary,9,Original,Grass,Ghost,40,45,45,74,54,50,308
1013,Sinistcha,Ordinary,9,Poltchageist,Grass,Ghost,71,60,106,121,80,70,508
1014,Okidogi,Legendary,9,Original,Poison,Fighting,88,128,115,58,86,80,555
1015,Munkidori,Legendary,9,Original,Poison,Psychic,88,75,66,130,90,106,555
1016,Fezandipiti,Legendary,9,Original,Poison,Fairy,88,91,82,70,125,99,555
1017,Ogerpon,Legendary,9,Original,Grass,Grass,80,120,84,60,96,110,550
1018,Archaludon,Ordinary,9,Duraludon,Steel,Dragon,90,105,130,125,65,85,600
1019,Hydrapple,Ordinary,9,Dipplin,Grass,Dragon,106,80,110,120,80,44,540
1020,Gouging-Fire,Ordinary,9,Original,Fire,Dragon,105,115,121,65,93,91,590
1021,Raging-Bolt,Ordinary,9,Original,Electric,Dragon,125,73,91,137,89,75,590
1022,Iron-Boulder,Ordinary,9,Original,Rock,Psychic,90,120,80,68,108,124,590
1023,Iron-Crown,Ordinary,9,Original,Steel,Psychic,90,72,100,122,108,98,590
1024,Terapagos,Legendary,9,Original,Normal,Normal,90,65,85,65,85,60,450
1025,Pecharunt,Mythical,9,Original,Poison,Ghost,88,88,160,88,88,88,600
